category,location_type,context,persistent_id,id,location_subtype,month,latitude,longitude,outcome_category,outcome_date
drugs,Force,,801a583b39ee1da54ea2f82c5da5db14a912a17bfb99675fb3016a9190acf048,116206358,,2024-01,52.623681,-1.140941,Investigation complete; no suspect identified,2024-01
drugs,Force,,d7f3d9107fb44d3ba6c34cbb46a37673ec6ef25d28de185299ab7ad6ae9d8f06,116200843,,2024-01,52.632534,-1.133232,Court result unavailable,2024-10
drugs,Force,,7ce7c84d47d2ed96c1311b7652d5fa1ce9ca7987e07818702f16b211d0fcdf97,116204644,,2024-01,52.635647,-1.137293,Investigation complete; no suspect identified,2024-01
drugs,Force,,89384a46684fa71e61e0e562fb8ab539586aff352647c20d3f8ee26d406a0efc,116205775,,2024-01,52.630693,-1.129885,Local resolution,2024-02
drugs,Force,,b428e94793ddd3efcd375572368dc5764f32c372d8372be05407933025c0e7da,116204954,,2024-01,52.631302,-1.120978,Court result unavailable,2024-09
drugs,Force,,28535ab42ad660ecb22708c2544643b16a5250b58623a1fb12a8c3b925a02a5f,116205465,,2024-01,52.639223,-1.132080,Formal action is not in the public interest,2024-02
drugs,Force,,44977b8c1282901626ca1ffbd812fd8f5037201e11cbaf6a6b1578c7ecf15ad9,116204496,,2024-01,52.631813,-1.135537,Awaiting court outcome,2025-02
drugs,Force,,a91211e3660fd0a81dd2d959ce8e7f8f2bacb14d3e8f9e1711ce0cc30d166492,116206855,,2024-01,52.626898,-1.113960,Local resolution,2024-01
drugs,Force,,97475ba45e9390bb61282b4ba0cc082beca0951400f15d9deb9b00e10d114cef,116202271,,2024-01,52.625780,-1.119567,Local resolution,2024-01
drugs,Force,,1f933c9fcae0400bb88859d32adb7672292f853fa7178ea119664313284364cb,116205505,,2024-01,52.627015,-1.112702,Local resolution,2024-01
other-theft,Force,,34d2bc0d93ae1118c3d6ab25e562dd3c7cfecaea9bddcf2badad3527455d2c22,116203734,,2024-01,52.626782,-1.135961,Investigation complete; no suspect identified,2024-01
other-theft,Force,,bf6ad3bde7fcc93218a8a2f2caf374e69513119b087bb1746a00cacc267a95ea,116203811,,2024-01,52.627045,-1.142456,Investigation complete; no suspect identified,2024-01
other-theft,Force,,883558ae3afeec2ef925a737a056514db3bc01994b9e6c28c884f5309fd9ad7e,116207697,,2024-01,52.626137,-1.151235,Unable to prosecute suspect,2024-02
other-theft,Force,,d636743bf7b4aeb68dcd0058addcb42f24ed0e3a0d0c31c03a56a4e5693c3e61,116203824,,2024-01,52.634237,-1.127731,Investigation complete; no suspect identified,2024-01
other-theft,Force,,1696a2f30085b484f618c7f54cb75a163945bc94475e27ae2ebfab6b404f2b5a,116208137,,2024-01,52.628542,-1.119837,Unable to prosecute suspect,2024-05
other-theft,Force,,b49a893c9390e9d2edcea070481a63cd3cc2786bd8ca8d3be258b7f21946e784,116208166,,2024-01,52.632171,-1.130358,Investigation complete; no suspect identified,2024-01
other-theft,Force,,e0b871e04404fa8d0aa0602f250f70de30c21a1bc77fbb3b81e8fc372606fc7b,116208367,,2024-01,52.629734,-1.121660,Investigation complete; no suspect identified,2024-02
other-theft,Force,,640c22e134bd542f3541c024c4b293e2f8ad1b1e501d0c3b02be0e88d8e146f9,116206492,,2024-01,52.626137,-1.151235,Unable to prosecute suspect,2024-02
other-theft,Force,,3e8ee00dfdcf738b3bb602c727c35b87ffc27185af763ccb28f5769fad633913,116202419,,2024-01,52.635488,-1.136395,Investigation complete; no suspect identified,2024-01
other-theft,Force,,10c8d9c6997003d7c4351eef752f7317737758761fa70f03e2af5da424b2b6cb,116206300,,2024-01,52.618158,-1.135525,Local resolution,2024-02
other-theft,Force,,bb06e351c7056b9d74fcf5d519cc45e0318f72e1a39bdf45f9551a2743396d58,116206187,,2024-01,52.629831,-1.132503,Unable to prosecute suspect,2024-02
other-theft,Force,,fe8b2d224c571ad59d3d2c9b4d7192d2b12498c532606fea5fe873334652ae2d,116204639,,2024-01,52.618158,-1.135525,Investigation complete; no suspect identified,2024-01
other-theft,Force,,e8fe0f9d6b8886ff940ab0296a7c049b7daf08406924e90178871470d3e7c308,116205993,,2024-01,52.629864,-1.115038,Further action is not in the public interest,2024-02
other-theft,Force,,76c37a9896a8063cb32a282898a2a68ac8b5e30fd488729296cc41b829ac78ce,116204683,,2024-01,52.637556,-1.135305,Investigation complete; no suspect identified,2024-01
other-theft,Force,,e915a69170147821d7dce3590d87cddceb7ad5253bfaa8d485b856e878f1e52f,116204865,,2024-01,52.637552,-1.150807,Unable to prosecute suspect,2024-01
other-theft,Force,,beeb8c032aed37ca67f48a55f7e7175731edf1f4270ba414f50e14048a43b39a,116204677,,2024-01,52.632952,-1.138765,Investigation complete; no suspect identified,2024-02
other-theft,Force,,413b68ef1e37aeec2895952f417afe5d1f5066acc01513339c32315e8ffe18bf,116204274,,2024-01,52.636111,-1.138053,Investigation complete; no suspect identified,2024-01
other-theft,Force,,050077f389d4b13b82a6b44c30fffeb91ea41ace074ffde6136b0c5519bea0d7,116202357,,2024-01,52.618158,-1.135525,Investigation complete; no suspect identified,2024-01
other-theft,Force,,fd20ed9566bc2bfa14b5c8c7a362e6c844321b97b7c87f0429569db21d941a34,116204308,,2024-01,52.634675,-1.140859,Investigation complete; no suspect identified,2024-01
other-theft,Force,,1d70c745983cc42f4b51e79208dfb8db03312ea7f3e48d4f04897e1e1d706ddd,116205655,,2024-01,52.632534,-1.133232,Investigation complete; no suspect identified,2024-02
other-theft,Force,,bbe00d891876da2acbd22ed7c5707661c38b42360be30be1fc5220da237528c7,116205650,,2024-01,52.636857,-1.128211,Status update unavailable,2024-05
other-theft,Force,,9a574ed5e6be5205854ef985196a55b7c4d6dabc00b577472c2171348c2a4e67,116206398,,2024-01,52.619400,-1.123094,Investigation complete; no suspect identified,2024-01
other-theft,Force,,9f51e30afdce806a01ef4aa29d87c6912936ba859992ede7a730d8c87fe6eeb2,116205552,,2024-01,52.630324,-1.137103,Investigation complete; no suspect identified,2024-02
other-theft,Force,,9614ebc3cded7a06da2819d712dc02ffae81e8df32f7d24eb4716f52d841f312,116202201,,2024-01,52.636857,-1.128211,Unable to prosecute suspect,2024-01
other-theft,Force,,64d42e274f99b4b030db4e4f4733a3b57254666a942004612a2a5d31a9c50b63,116202185,,2024-01,52.631767,-1.129155,Investigation complete; no suspect identified,2024-01
other-theft,Force,,42e1b7a9945fc51155f15109e4eaf007b36e2ae1967a726ef148679280e5fe26,116202122,,2024-01,52.636235,-1.142794,Investigation complete; no suspect identified,2024-01
other-theft,Force,,71fe1b92c9cb37fedc7976fb7eabdd2dc69e5533f696335069f64abcfaf2f043,116202066,,2024-01,52.618158,-1.135525,Investigation complete; no suspect identified,2024-01
other-theft,Force,,00ae4aec7d6aa60c8360e097817368b94af9ffa08b5038a944de1ce13785ef45,116208429,,2024-01,52.633408,-1.153458,Investigation complete; no suspect identified,2024-02
other-theft,Force,,4f55e938819e0759d3746e1a050136890eb7001ef0160644795db30d803ef426,116204777,,2024-01,52.629864,-1.115038,Unable to prosecute suspect,2024-08
other-theft,Force,,9dab87d46cd9fdf85a0534225d19f891dd91370eb7137a9d76ccf7cf1a82abb4,116204347,,2024-01,52.639138,-1.125417,Investigation complete; no suspect identified,2024-01
other-theft,Force,,533017ba73a0139128015341a0528dfe67a7c19d98dce2f6832d919ebe3197cc,116206862,,2024-01,52.630282,-1.136306,Investigation complete; no suspect identified,2024-01
other-theft,Force,,fc6d56c74b9a623e958e2ca136b522e8a41e788102ac0ef275a05974508a5865,116206901,,2024-01,52.631190,-1.122887,Investigation complete; no suspect identified,2024-01
other-theft,Force,,5bebfbffff0f6c25f67ef021d1de30fb1e9e56069b9f9136a593fcd2ff8fb908,116207365,,2024-01,52.638882,-1.133417,Investigation complete; no suspect identified,2024-01
other-theft,Force,,11076496379efb4a5851c21cc6c8287d253af28c6ec4bf776301876d26464e8b,116201964,,2024-01,52.629483,-1.136425,Investigation complete; no suspect identified,2024-01
other-theft,Force,,b195bc69c8bff1755fdfb08be0754b158ae11cbfa4df46cd7ce5929b32109a3f,116206905,,2024-01,52.631714,-1.130515,Investigation complete; no suspect identified,2024-01
other-theft,Force,,e9ca98a054ba909eadcc2a560a2681a54ed2e00670bf2d6a7cc35635ca13b211,116207016,,2024-01,52.626631,-1.120259,Investigation complete; no suspect identified,2024-01
other-theft,Force,,76cf87220510e6b2fcd63d176f0ff4d92f472855827efaf084df1acdec95fc69,116206608,,2024-01,52.628536,-1.109318,Unable to prosecute suspect,2024-01
other-theft,Force,,16d34e6b17b543d08e3e3d1a9477e42db50e663f51a0bcdddf69601543695b9e,116201616,,2024-01,52.625264,-1.140129,Investigation complete; no suspect identified,2024-01
other-theft,Force,,ac34271eb153ec73c62a2b26b640c00ca37a42341b8ba13401cf75eaec87e36d,116201593,,2024-01,52.634503,-1.149403,Unable to prosecute suspect,2024-01
other-theft,Force,,c83c046fa88c77797c76d4c534b0a857b2e5a0638e145219aae4a90c93aa378e,116204693,,2024-01,52.633317,-1.127203,Investigation complete; no suspect identified,2024-04
other-theft,Force,,befc8866b99506ad024a7848f3828fd051168492aefe427bfb252f7a1c07260e,116208203,,2024-01,52.635555,-1.129626,Investigation complete; no suspect identified,2024-02
other-theft,Force,,e4eb8b8e7a412492f6ddac5d8f6b58d06acc597cd225c8e03ee85467fbf00c78,116204530,,2024-01,52.635191,-1.129013,Investigation complete; no suspect identified,2024-01
other-theft,Force,,2b29b303e4c824fd6acb8a62a6e857d512ef183d7e790e1a7a5b5c8cbdc5733c,116201522,,2024-01,52.635797,-1.131926,Unable to prosecute suspect,2024-01
other-theft,Force,,67ee79548dc6b3a7c69c462973b1a58efe8088af6857debdb667859bdb7d6f44,116204617,,2024-01,52.636557,-1.143748,Investigation complete; no suspect identified,2024-02
other-theft,Force,,71d7b412708424e5a36f834ace345e0b54f5119737659e8d3269d5b746dd1379,116206623,,2024-01,52.636171,-1.125329,Investigation complete; no suspect identified,2024-01
other-theft,Force,,a2d100d3d5cc1280f999f24853fa0b329c18b354eb62dbb803d960bf01d91913,116201365,,2024-01,52.626782,-1.135961,Investigation complete; no suspect identified,2024-01
other-theft,Force,,c3c7c49949dbbeb0c749474023a95511ce4f7467abc03f936bb2c96b1ff198fd,116206643,,2024-01,52.637843,-1.130275,Investigation complete; no suspect identified,2024-01
other-theft,Force,,42756560ebd5aa284cf8811be93261af301ebd80b201ee9904b79cbbc0726526,116204533,,2024-01,52.627299,-1.148966,Investigation complete; no suspect identified,2024-01
other-theft,Force,,adc5cc34beb7b8502ff5a39224d48484b9d3bbb4ee10075d795ec55f21b74144,116208020,,2024-01,52.637697,-1.137297,Unable to prosecute suspect,2024-02
other-theft,Force,,c9a4205138ff8e789993e7ba52a962a309272c6559b05f92b8a1df71a9e590de,116206783,,2024-01,52.630282,-1.136306,Investigation complete; no suspect identified,2024-01
other-theft,Force,,b329df35df3e50e477aa55d0bce0e9b1b10bf69d9abc778cf01e6214c35e8228,116203227,,2024-01,52.634916,-1.110134,Investigation complete; no suspect identified,2024-01
other-theft,Force,,0a61c39c133981adda451565418781a096b9a895364e36eafb55973ee8a7fd07,116201132,,2024-01,52.626873,-1.128779,Investigation complete; no suspect identified,2024-01
other-theft,Force,,ff296a149f0c25edab5374585ddfd19ca173b49069964a261bf5ef3f56fccc8c,116203245,,2024-01,52.634378,-1.132206,Investigation complete; no suspect identified,2024-01
other-theft,Force,,424248933cd87bb7429474c728be711f6289d60b2be3bc9275bfba66f6389995,116206832,,2024-01,52.626782,-1.135961,Investigation complete; no suspect identified,2024-01
other-theft,Force,,4c4feeec600ad6f4dab2abbcfdc1d99a4094cf5fad5a5a3a5411515d7735b2b0,116201076,,2024-01,52.631985,-1.133154,Unable to prosecute suspect,2024-01
other-theft,Force,,39bdea4c85af741945b2c80ade7f1a3e3b5d98af93e800189e56c95d4afdfa09,116203602,,2024-01,52.635078,-1.139462,Investigation complete; no suspect identified,2024-02
other-theft,Force,,3ee116a8b86188b81f0466dba6124500fedbef172a53d4629454bac54eb57840,116201065,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,b98bb51808f183726fc9cb21dcac0cf3f6e5d8c9bf1d553ae33821c6131366fe,116200927,,2024-01,52.631624,-1.125641,Unable to prosecute suspect,2024-01
other-theft,Force,,efbcba1c5c404d12c8f1679fa47ef6827997588cee784a2588eba8b53062261f,116200885,,2024-01,52.631985,-1.133154,Investigation complete; no suspect identified,2024-01
other-theft,Force,,edee35581a0ec2b4c38f521aea16881fbb3517b984a39da348d9024e8278cfc6,116203139,,2024-01,52.631190,-1.122887,Unable to prosecute suspect,2024-03
other-theft,Force,,33c8595bac8ed5cf8bfc3b81ba4c38441c6cd65c1bbdb3da25a229c296e24d46,116207651,,2024-01,52.633897,-1.133974,Investigation complete; no suspect identified,2024-02
other-theft,Force,,f6348d27da3db693a362a5f148a18335c7e5dbe43f1e535aa9c19e7ef7e22d4c,116203287,,2024-01,52.625748,-1.139615,Investigation complete; no suspect identified,2024-01
other-theft,BTP,,,126016258,STATION,2024-01,52.629997,-1.125659,Status update unavailable,2024-05
other-theft,BTP,,,126016259,STATION,2024-01,52.629997,-1.125659,Status update unavailable,2024-05
other-theft,Force,,4c4a7d0b7a93bec39b3d68fc928d002cbcf6e6398bc6ee635b7b7e8dcf0b24d3,116207493,,2024-01,52.636133,-1.137402,Investigation complete; no suspect identified,2024-01
other-theft,Force,,d6af41b6739243a47e6553966669129ddff06dc1e82e79ba2ecf4cd978e06781,116202496,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,284a7cd67cacf770464f773de11e5f83b8bdd6a71c43fa950c728ee54567f0f3,116203297,,2024-01,52.641967,-1.126247,Investigation complete; no suspect identified,2024-01
other-theft,Force,,784a0e52a7c1bd214f3e5e9af09c0a72bb1e00222bb7c7fad0de4b2f1d84b9f4,116207817,,2024-01,52.634503,-1.149403,Investigation complete; no suspect identified,2024-01
other-theft,Force,,8c5478dafb511c1c2fbe58cc97e003278e54835d318fd026b6c89b58d8cff528,116203305,,2024-01,52.636623,-1.142978,Investigation complete; no suspect identified,2024-01
other-theft,Force,,b01cd3201db0cdbd7452e78674bdd7d4fd7dda589d030c743f2b060f8f7f8868,116203367,,2024-01,52.631190,-1.122887,Unable to prosecute suspect,2024-01
other-theft,Force,,ce0a0f3cacd2c77af1a30d6c044b162690695fa12e9a1ac7eb64781403038762,116203237,,2024-01,52.633274,-1.125120,Investigation complete; no suspect identified,2024-01
other-theft,Force,,1277285c9eb015a4cddf30793a23bc3643ad2e82463915eb70916719eecda386,116208202,,2024-01,52.632171,-1.130358,Investigation complete; no suspect identified,2024-01
other-theft,Force,,fb3a7ef3f090ec838c940cb7f253c3b96e06af15d546b4d5c56b694fc4de8219,116206279,,2024-01,52.634849,-1.127749,Investigation complete; no suspect identified,2024-02
other-theft,Force,,a18dbf2fb23850fbc3c2688f6b1e0c2bb5ad88b774c61a620a08655b91930bc0,116203438,,2024-01,52.618158,-1.135525,Investigation complete; no suspect identified,2024-01
other-theft,Force,,148615271f207484b44909e8dedbdb01cc91338bab78432fad80a1ffcf8a93f9,116206494,,2024-01,52.624679,-1.114123,Investigation complete; no suspect identified,2024-01
other-theft,Force,,77feb3582a47b54a3a96e5a5c85f541df25cf2bc93a1b759047a867554c3bbca,116206579,,2024-01,52.622611,-1.137269,Investigation complete; no suspect identified,2024-02
other-theft,Force,,660071e515146f407080fe75bd8e0e2e6b326e7056a12f6e3cb121ad604d0aea,116203528,,2024-01,52.630282,-1.136306,Investigation complete; no suspect identified,2024-01
other-theft,Force,,32f3364f5639de1f319b8edbe5771e68f5c19ceb368b09fa988de70f862f7765,116203546,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,efe28046336cc304436193c9819bfc6b30afd1717a78a2da3d6ff8a93527a9be,116208416,,2024-01,52.626782,-1.135961,Investigation complete; no suspect identified,2024-02
other-theft,Force,,ce5ac37f490a5cae8b35142fe468cd851396a3ce0504e6742080ac8011fe7ce2,116203563,,2024-01,52.628521,-1.113366,Investigation complete; no suspect identified,2024-01
other-theft,Force,,2c4a0d9e8892479ab8ec54b82f1b0f5fe818edadeb75c4a4585ccc9c155e9405,116207864,,2024-01,52.618158,-1.135525,Unable to prosecute suspect,2024-11
other-theft,Force,,68cd9de16e22e0135ff7e6499420f2bd44acd3f15a67a80f941db60c6fc358e1,116207183,,2024-01,52.638882,-1.133417,Investigation complete; no suspect identified,2024-02
other-theft,Force,,93edc84dca20fb7be594cbc2744aa712b3f0f8faeef3e0368cff33048e718aa2,116203614,,2024-01,52.624174,-1.137031,Investigation complete; no suspect identified,2024-01
other-theft,Force,,6ef3d632f4d5be079e9c5fe9a03ce0b5cec603dd134a36dd472fe1980efe153f,116207630,,2024-01,52.636281,-1.114835,Unable to prosecute suspect,2024-03
other-theft,Force,,21cbfc85542db22c99ce9e95e83d4d67918cae2bfb657a4f5f8106376547da64,116203627,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,d2cb869a421fa05859b2b640654f8b41991ed9beed3bdd228bb71d30297df1e5,116208469,,2024-01,52.636771,-1.123883,Unable to prosecute suspect,2024-02
other-theft,Force,,7164f026b3f2338969ec64846ed54e075e5a3f5a8ef02b86c502fe773452b2dc,116206868,,2024-01,52.629217,-1.154484,Investigation complete; no suspect identified,2024-02
other-theft,Force,,d558997a50d7e2ddc640898ee8b6876a483fbe12b6db1ecabcac17da4034380f,116208048,,2024-01,52.629864,-1.115038,Investigation complete; no suspect identified,2024-03
other-theft,Force,,55e6ea9d3672e85c59ccaf73a2bea164e2470e072734ca6b7be27f8c0da6ad8b,116204119,,2024-01,52.633317,-1.127203,Investigation complete; no suspect identified,2024-01
other-theft,Force,,00a9ba3123b8b2e6f2d6f59959cf1a5f3b07254c269e5bff2823e17dee2d1b13,116208369,,2024-01,52.625259,-1.146539,Investigation complete; no suspect identified,2024-01
other-theft,Force,,4287f9e235f26fc31d07f8835e618ffcdd85d5701322a1304c75860a3fcab80e,116202688,,2024-01,52.631190,-1.122887,Investigation complete; no suspect identified,2024-01
other-theft,Force,,936e8453e2b323e40f345fd6f232d004910d4f7d836f0dae1cb9f3a3baad37b5,116205864,,2024-01,52.637627,-1.127782,Investigation complete; no suspect identified,2024-01
other-theft,Force,,8b2c35d4f8eda8477521a0a1c9330658f0d9672790f6002550e499ef932392ea,116207107,,2024-01,52.631876,-1.119593,Investigation complete; no suspect identified,2024-01
other-theft,Force,,d9f6dfe0f9f6e25ed24c756d3c716728a8785f0bfe33d9fa757e2655ccade811,116202604,,2024-01,52.629134,-1.129281,Investigation complete; no suspect identified,2024-01
other-theft,Force,,aa56d34795ec9477afc38117ca6d4c4fd1bf4c5e2770a7b13f095e3533b01930,116206468,,2024-01,52.634328,-1.118051,Investigation complete; no suspect identified,2024-01
other-theft,Force,,a99d63a0d83b5f10a23352fd7819fa799475d17629bb64a08977888a39c83d43,116204237,,2024-01,52.637031,-1.129878,Investigation complete; no suspect identified,2024-01
other-theft,Force,,cf92b01b38bdf787486e488fecf783cb203fe5a6b4a4ced66ecee6cbf714e6a6,116202565,,2024-01,52.627455,-1.118736,Investigation complete; no suspect identified,2024-01
other-theft,Force,,8de83d53dfe83d57dfcec8a004754e659521dcd1e56a76c34692cf584cc4141a,116204870,,2024-01,52.631302,-1.120978,Court result unavailable,2025-01
other-theft,Force,,28adc2cec199147f4f5c7e01fe19c9c7b6d2b9e57c569daf7229f49f9443c76f,116202489,,2024-01,52.626202,-1.148988,Investigation complete; no suspect identified,2024-01
other-theft,Force,,1de96d9d96c3707f3a646d22da7efcb7c1b79135adea082fa9b79004baec5826,116208316,,2024-01,52.618158,-1.135525,Investigation complete; no suspect identified,2024-01
other-theft,Force,,9f5083cd3403b07f51e58521c909d01b453acd20819248e9bfa2d19429cc04dd,116205857,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,859a8c0f08717a8d6bac3c40e0a5ff0b3f67764151afc5c8a41984e0cef377b2,116205844,,2024-01,52.637740,-1.134563,Investigation complete; no suspect identified,2024-01
other-theft,Force,,49293caed63c36cee3fcf1ee3a8e003adca828e469a87a993091a0b8b5fa2e66,116202403,,2024-01,52.635488,-1.136395,Investigation complete; no suspect identified,2024-01
other-theft,Force,,d4dfb8feece2a9a941a7926498a435af681b179db7fe9666ffc9fe75e6ba8817,116208348,,2024-01,52.626898,-1.113960,Unable to prosecute suspect,2024-09
other-theft,Force,,285255924051d81ddf7410fdf4a52ac39b2eec67e7e06848cc707acee8c77321,116205768,,2024-01,52.634874,-1.137309,Unable to prosecute suspect,2024-02
other-theft,Force,,de88c9c3121fe16eeb75a7db1899414468f9674c9e1c9872ff01aeaf43129826,116202380,,2024-01,52.633317,-1.127203,Investigation complete; no suspect identified,2024-01
other-theft,Force,,82728c645d5f7c5d907ff504ab095361be978792d28e1333944fbaa383d03d3b,116205539,,2024-01,52.625583,-1.109968,Investigation complete; no suspect identified,2024-01
other-theft,Force,,fe7518bd51c510942fce21119fadf7e584c7c4df32a5336f014430630ecf77c8,116203645,,2024-01,52.643191,-1.128869,Offender given a caution,2024-02
other-theft,Force,,3ecc2d0bed1902d1eab1abb3ef92989be4b406f4d5dd00fb00d463ff5ee03c0f,116205427,,2024-01,52.637041,-1.131222,Investigation complete; no suspect identified,2024-01
other-theft,Force,,3bb1cbbf194a42b9da94507e73b60b152b61a3b0796da2209423ef5d5bb7f921,116205705,,2024-01,52.637101,-1.130778,Investigation complete; no suspect identified,2024-01
other-theft,Force,,afd3199f5854d50bd04976c5b6e3472cfa07587cdf9ce06ad176532c80bd409c,116207942,,2024-01,52.641967,-1.126247,Unable to prosecute suspect,2024-04
other-theft,Force,,d870f3d21408bb2292e94b3af34d4075af99791a06bdcbb47a51ea32c964606d,116205220,,2024-01,52.636399,-1.127097,Investigation complete; no suspect identified,2024-01
other-theft,Force,,b87fdaff08c7db197491f072861a594c47b76f6308a1052694a1f17fe16e944c,116205240,,2024-01,52.636041,-1.133444,Unable to prosecute suspect,2024-01
other-theft,Force,,4ed2d063357db7554ee9a37ed4072cba55efe4063e26d2d878ea25e43ab9720d,116205396,,2024-01,52.636211,-1.125919,Investigation complete; no suspect identified,2024-01
other-theft,Force,,bf30981484470c87ac8869420c63585939ce46050ada7715143f05d982569ee1,116205896,,2024-01,52.634136,-1.134752,Investigation complete; no suspect identified,2024-01
other-theft,Force,,9147fa8f951055c9dbd0364e9ecac35568a1ec49ae7e4060f61285fa63f610b3,116207152,,2024-01,52.627535,-1.124599,Unable to prosecute suspect,2024-04
other-theft,Force,,f0a91e04170a5780630f393efafe922943b057e7cd2d50bc84a0ab0a671427ac,116206875,,2024-01,52.629982,-1.134642,Unable to prosecute suspect,2024-04
other-theft,Force,,87711e98a44952424d36bda47930dbb8c36ac0a9d3fb4c925c889ccba2f37844,116205995,,2024-01,52.629864,-1.115038,Court result unavailable,2024-10
other-theft,Force,,2104fdd1a4cff6b0c727de798e13b2bcb4eaa01494c77e05405ef750d73722b8,116206290,,2024-01,52.633318,-1.134798,Investigation complete; no suspect identified,2024-01
other-theft,Force,,1e54ae4c7715353d2992307492479bcdf515cce3769398f19193a0e13f2a2b13,116205674,,2024-01,52.631193,-1.128220,Investigation complete; no suspect identified,2024-01
other-theft,Force,,264c34b869b4e49b77b4c0f3a93d0896251c263182c8d075e1b808eb037c8395,116205841,,2024-01,52.636133,-1.137402,Investigation complete; no suspect identified,2024-01
other-theft,Force,,a09bd52f098743256499a122e3ad6eb671442d5ab80513d811ebcf7450281603,116205855,,2024-01,52.629880,-1.130492,Investigation complete; no suspect identified,2024-01
other-theft,Force,,de797a844854b0bb9984d09e6f17b5e5948030128381fadaad8511034a883dad,116202966,,2024-01,52.629982,-1.134642,Court result unavailable,2024-10
other-theft,Force,,360aa034eb26eb11a5472b136f4e0ec439a242af2e965c24177a79b5d96e3434,116204047,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,e2303f8e289582efde1dc20a137624f9e1763ccdaa45f1ca577c368e97732eac,116202999,,2024-01,52.635182,-1.147646,Investigation complete; no suspect identified,2024-01
other-theft,Force,,87fe8a4ac3dae76cf8413d9c1c547cf7350555c98db02b2a2b1a8cbdd503c917,116202994,,2024-01,52.632111,-1.135723,Investigation complete; no suspect identified,2024-01
other-theft,Force,,2c99d21143d6d15593688a45c74ff18d6c22124d7fd36d12c795354bd22a0cc0,116206160,,2024-01,52.636041,-1.133444,Investigation complete; no suspect identified,2024-01
other-theft,Force,,db14f1b2892e4dcc84c3322cde6fa2fe4851d69d43561df58aa568fb006447d8,116204078,,2024-01,52.616069,-1.127738,Investigation complete; no suspect identified,2024-01
other-theft,Force,,19324daf1de5df0f369a6f09600485fc4cd55c4ce953ddadb89ee8102842d7b4,116202912,,2024-01,52.640579,-1.130635,Investigation complete; no suspect identified,2024-01
other-theft,Force,,41ab9e9b420337d36404819af4d79bc9a0e407e12659ca79a6d445d95b920b96,116205562,,2024-01,52.618158,-1.135525,Investigation complete; no suspect identified,2024-01
other-theft,Force,,1b3ea177cf79a61ba8e9ea760c43aa7ac7f338e6e05531cfe9a2732cbc1b33c1,116201097,,2024-01,52.633053,-1.129306,Investigation complete; no suspect identified,2024-03
other-theft,Force,,cdb9c47149686bb0f94434e27b7750cd62e36a706eef867bb7f9f3e768e17d65,116207187,,2024-01,52.634409,-1.133652,Investigation complete; no suspect identified,2024-03
possession-of-weapons,Force,,1ea4ee0979552a3a9b5a54a194696cb733a72e120776e5118d9c5a44b9b70667,116204432,,2024-01,52.631813,-1.135537,Awaiting court outcome,2025-02
possession-of-weapons,Force,,1ed692395853849717a4ef4a4ad40f5a3b6352080282aa4bdb9049df9280c344,116204535,,2024-01,52.623968,-1.150789,Formal action is not in the public interest,2024-01
possession-of-weapons,Force,,6785e6f32c7e63a01c9dfe6b9d2ca4998eaa9e1d10613745766cc8ddcf6ec387,116200826,,2024-01,52.630693,-1.129885,Unable to prosecute suspect,2025-02
possession-of-weapons,Force,,1910300a9dfc98c3411c981b0250589c05f85c20c986aa1d65132bd04d131a45,116203543,,2024-01,52.636060,-1.120153,Court result unavailable,2024-07
possession-of-weapons,Force,,62479c3d1586ad16b4c2c10efcab16ca4735e4982164ff639346570ba276156f,116202795,,2024-01,52.633879,-1.132821,Court result unavailable,2024-07
possession-of-weapons,Force,,5da5de5c15626f40115bbb038dc062b6ff7d9f47a647a461c6504d6efe235e67,116203473,,2024-01,52.635488,-1.136395,Court result unavailable,2024-07
possession-of-weapons,Force,,87c020fef6d59d19e5968a0da4da96b7cfe14a5280dcd9df076507c7b6698ba7,116206385,,2024-01,52.633158,-1.136205,Court result unavailable,2024-07
possession-of-weapons,Force,,0c2203b5324f98191e8e86ade29370941abf84379e894e38c6b1c350973bb346,116207957,,2024-01,52.633053,-1.129306,Court result unavailable,2024-07
possession-of-weapons,Force,,7519cf4b990434f7777f8358b38d44b8f6c10cb28c8de147762de9aee0318455,116202029,,2024-01,52.638573,-1.130556,Unable to prosecute suspect,2024-01
possession-of-weapons,Force,,fbf91ad22946988b58d2278498f893ec622262f71624259601b6bfbc5254cde9,116206794,,2024-01,52.632534,-1.133232,Unable to prosecute suspect,2024-08
possession-of-weapons,Force,,4aa8222502fe996c13778fa16fdec2451fb4258dc0fe4a0e7e69191f0721757f,116207281,,2024-01,52.639558,-1.132473,Court result unavailable,2024-07
possession-of-weapons,Force,,0974960ddaba28904b538be744268e13e141e97fb98f7edfd6e2b1edf2732eeb,116208009,,2024-01,52.627818,-1.135039,Court result unavailable,2024-08
